0.2000000	0.0004100	3.0000000	0.3000000	10000	0.2902470	0.0000043
0.2000000	0.0004100	3.3000000	0.3000000	10000	0.2893150	0.0000038
0.2000000	0.0004100	3.3000000	0.3200000	10000	0.2823241	0.0000039
0.2000000	0.0004150	3.3000000	0.3500000	10000	0.2925803	0.0000046
0.2000000	0.0004150	3.3000000	0.4000000	10000	0.3194521	0.0000045
0.2000000	0.0004150	3.3000000	0.4500000	10000	0.3480347	0.0000038
0.1800000	0.0004150	3.3000000	0.4500000	10000	0.3574814	0.0000031
0.2200000	0.0004150	3.3000000	0.4500000	5542	0.3746720	0.0000070
0.2000000	0.0004150	3.5000000	0.4500000	10000	0.3355563	0.0000079
0.2000000	0.0004150	3.8000000	0.4500000	5081	0.3358632	0.0000063
0.2000000	0.0004150	3.8000000	0.5000000	10000	0.3601454	0.0000011
0.2000000	0.0004150	3.5999999	0.5000000	7264	0.3973866	0.0000048
0.2000000	0.0004150	4.0000000	0.5000000	5289	0.3664967	0.0000070
0.2000000	0.0004150	3.8000000	0.5500000	2224	0.3510422	0.0000170
0.1800000	0.0004150	3.8000000	0.5500000	10000	0.4115885	0.0000008
0.1800000	0.0004150	3.8000000	0.6000000	3405	0.5921466	0.0000070
0.1800000	0.0004150	3.8000000	0.6000000	2008	0.3957839	0.0000162	1987.2156300
0.2000000	0.0004150	3.8000000	0.6000000	2201	0.3694522	0.0000157	2196.0969260
0.2200000	0.0004150	3.8000000	0.6000000	2013	0.3692270	0.0000132	1906.0616740
0.2000000	0.0004150	4.0000000	0.6000000	2142	0.3832676	0.0000147	2094.1239860
0.1800000	0.0004150	3.8000000	0.6000000	2044	0.3875610	0.0000215	2040.1407720
0.1800000	0.0004150	3.8000000	0.5500000	2429	0.3828275	0.0000126	2264.6393820
0.1800000	0.0004150	3.8000000	0.5500000	1547	0.4183062	0.0000324	1275.3217000
0.1800000	0.0004150	3.8000000	0.5500000	1731	0.4916101	0.0000291	1460.3472400
0.1800000	0.0004150	5.0000000	0.5500000	1082	0.4541185	0.0000440	739.7012580
0.1800000	0.0004150	3.8000000	0.5500000	10000	0.3567643	0.0000039	11205.0314540
0.2000000	0.0004150	3.0000000	0.4000000	10000	0.3157592	0.0000104	8258.3008100
0.1700000	0.0004150	3.8000000	0.5500000	10000	0.3972430	0.0000040	11032.3719800
0.1900000	0.0004150	3.8000000	0.5500000	10000	0.3593399	0.0000047	10929.5601060
0.1750000	0.0004150	3.8000000	0.5500000	10000	0.3739597	0.0000040	10967.4262100
0.1750000	0.0004150	3.9000000	0.5500000	10000	0.4193012	0.0000039	10921.0305960
0.1750000	0.0004150	3.9000000	0.6000000	0	inf	nan	0.0790420
0.1750000	0.0004150	3.9000000	0.6000000	10000	0.4084119	0.0000041	11738.1431980
0.1750000	0.0004150	3.9000000	0.6500000	10000	0.4871856	0.0000083	12472.1140700
0.1750000	0.0004150	3.8000000	0.6500000	7402	0.4626252	0.0000038	8936.2018620
0.1750000	0.0004150	4.0000000	0.6500000	10000	0.4445203	0.0000070	12580.0614340
0.1750000	0.0004150	4.2000000	0.6500000	10000	0.4209902	0.0000086	12554.2022260
0.1700000	0.0004150	4.2000000	0.6500000	7833	0.4389620	0.0000058	9568.1320460
0.1800000	0.0004150	4.2000000	0.6500000	7070	0.4136994	0.0000049	8748.7796200
0.1750000	0.0004150	4.2000000	0.6800000	6621	0.4380176	0.0000045	8661.2150160
0.1750000	0.0004150	4.2000000	0.6800000	10000	0.4006727	0.0000080	12128.9071340
0.1750000	0.0004150	4.2000000	0.7500000	2992	0.3451336	0.0000130	3350.3483660
0.1750000	0.0004150	4.2000000	0.7500000	10000	0.4253182	0.0000057	12109.3671760
0.1750000	0.0004150	4.2000000	0.8000000	7013	0.4406079	0.0000041	8805.2741040
0.1750000	0.0004150	4.2000000	0.8000000	10000	0.3678955	-0.0000025	9248.3560380
0.1750000	0.0004150	4.2000000	0.9000000	10000	0.3816737	0.0000116	9567.6091640
0.1750000	0.0004150	4.2000000	1.0000000	10000	0.3919390	0.0000111	9812.8704280
0.1750000	0.0004150	4.2000000	1.5000000	10000	0.3989597	0.0000054	10501.3868120
0.1750000	0.0004150	4.2000000	2.0000000	10000	0.4053153	0.0000063	10552.5500240
0.1750000	0.0004150	4.5000000	2.0000000	10000	0.3939054	0.0000072	10374.7194200
0.1900000	0.0004150	4.5000000	2.0000000	10000	0.3667913	0.0000076	10252.8538580
(lldb) target create "./pid"
Current executable set to './pid' (x86_64).
(lldb) settings set -- target.run-args  "0.175" "0.000415" "4.5" "3.0"
^C
^C
^C
0.1750000	0.0004150	4.5000000	3.0000000	10000	0.4064201	0.0000000	10326.7802220	51.6339011
0.1850000	0.0004150	4.5000000	3.0000000	10001	0.4064013	0.0000000	10327.7448920	51.6335611
0.1650000	0.0004150	4.5000000	3.0000000	10002	0.4063808	0.0000000	10328.7123960	51.6332353
0.1750000	0.0004250	4.5000000	3.0000000	10003	0.4063602	0.0000000	10329.6799000	51.6329096
0.1750000	0.0004050	4.5000000	3.0000000	10004	0.4063378	0.0000000	10330.6502500	51.6325982
0.1750000	0.0004150	4.6000000	3.0000000	10005	0.4063154	0.0000000	10331.6206000	51.6322869
0.1750000	0.0004150	4.4000000	3.0000000	10006	0.4062914	0.0000000	10332.5937920	51.6319898
0.1840000	0.0004150	4.5000000	3.0000000	10007	0.4062657	0.0000000	10333.5697920	51.6317068
0.1660000	0.0004150	4.5000000	3.0000000	10008	0.4062385	0.0000000	10334.5486100	51.6314379
0.1750000	0.0004240	4.5000000	3.0000000	10009	0.4062099	0.0000000	10335.5302500	51.6311832
0.1750000	0.0004060	4.5000000	3.0000000	10010	0.4061813	0.0000000	10336.5118900	51.6309285
0.1750000	0.0004150	4.5900000	3.0000000	10011	0.4061514	0.0000000	10337.4963480	51.6306880
0.1750000	0.0004150	4.4100000	3.0000000	10012	0.4061202	0.0000000	10338.4836040	51.6304615
0.1831000	0.0004150	4.5000000	3.0000000	10013	0.4060879	0.0000000	10339.4736580	51.6302490
0.1669000	0.0004150	4.5000000	3.0000000	10014	0.4060555	0.0000000	10340.4637120	51.6300365
0.1750000	0.0004231	4.5000000	3.0000000	10015	0.4060220	0.0000000	10341.4565640	51.6298381
0.1750000	0.0004069	4.5000000	3.0000000	10016	0.4059875	0.0000000	10342.4522020	51.6296536
0.1750000	0.0004150	4.5810000	3.0000000	10017	0.4059530	0.0000000	10343.4478400	51.6294691
0.1750000	0.0004150	4.4190000	3.0000000	10018	0.4059175	0.0000000	10344.4462620	51.6292986
0.1822900	0.0004150	4.5000000	3.0000000	10019	0.4058820	0.0000000	10345.4446840	51.6291281
0.1677100	0.0004150	4.5000000	3.0000000	10020	0.4058455	0.0000000	10346.4458860	51.6289715
0.1750000	0.0004223	4.5000000	3.0000000	10021	0.4058066	0.0000000	10347.4498600	51.6288288
0.1750000	0.0004077	4.5000000	3.0000000	10022	0.4057678	0.0000000	10348.4538340	51.6286861
0.1750000	0.0004150	4.5729000	3.0000000	10023	0.4057309	0.0000000	10349.4605400	51.6285570
0.1750000	0.0004150	4.4271000	3.0000000	10024	0.4057000	0.0000000	10350.4699980	51.6284417
0.1815610	0.0004150	4.5000000	3.0000000	10025	0.4056691	0.0000000	10351.4794560	51.6283265
0.1684390	0.0004150	4.5000000	3.0000000	10026	0.4056438	0.0000000	10352.4912380	51.6282228
0.1750000	0.0004216	4.5000000	3.0000000	10027	0.4056185	0.0000000	10353.5030200	51.6281192
0.1750000	0.0004084	4.5000000	3.0000000	10028	0.4055985	0.0000000	10354.5059380	51.6279714
0.1750000	0.0004150	4.5656100	3.0000000	10029	0.4055837	0.0000000	10355.5004580	51.6277817
0.1750000	0.0004150	4.4343900	3.0000000	10030	0.4055689	0.0000000	10356.4949780	51.6275921
0.1809049	0.0004150	4.5000000	3.0000000	10031	0.4055588	0.0000000	10357.4797940	51.6273542
0.1690951	0.0004150	4.5000000	3.0000000	10032	0.4055533	0.0000000	10358.4562560	51.6270746
0.1750000	0.0004209	4.5000000	3.0000000	10033	0.4055479	0.0000000	10359.4327180	51.6267952
0.1750000	0.0004091	4.5000000	3.0000000	10034	0.4055424	0.0000000	10360.4091800	51.6265157
0.1750000	0.0004150	4.5590490	3.0000000	10035	0.4055413	0.0000000	10361.3763180	51.6261899
0.1750000	0.0004150	4.4409510	3.0000000	10036	0.4055444	0.0000000	10362.3292820	51.6257936
0.1803144	0.0004150	4.5000000	3.0000000	10037	0.4055512	0.0000000	10363.2828360	51.6254002
0.1696856	0.0004150	4.5000000	3.0000000	10038	0.4055580	0.0000000	10364.2363900	51.6250069
0.1750000	0.0004203	4.5000000	3.0000000	10039	0.4055684	0.0000000	10365.1879680	51.6246039
0.1750000	0.0004097	4.5000000	3.0000000	10040	0.4055787	0.0000000	10366.1395460	51.6242009
0.1750000	0.0004150	4.5531441	3.0000000	10041	0.4055921	0.0000000	10367.0917220	51.6238010
0.1750000	0.0004150	4.4468559	3.0000000	10042	0.4056056	0.0000000	10368.0438980	51.6234012
0.1797830	0.0004150	4.5000000	3.0000000	10043	0.4056242	0.0000000	10369.0011520	51.6230267
